TOPIC,SUBTOPIC,SUBTOPIC_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,FLAG,FOOTNOTE_ID_LIST,STATE_FIPS
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,2009,4,3.2,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,2010,5,3.1,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,2014,6,3.1,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,2015,7,3.1,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,2016,8,3.1,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,2017,9,3.1,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,2018,10,3.1,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,2019,11,3,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,2020,12,3,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,1980,1,5.9,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,1990,2,5.8,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,2000,3,4.7,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,2009,4,3.9,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,2010,5,3.8,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,2014,6,3.6,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,2015,7,3.7,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,2016,8,3.6,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,2017,9,3.4,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,2018,10,3.3,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,2019,11,3.4,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Montana,27,27,"Beds per 1,000 resident population",1,2020,12,3.5,,,"FN0466,NT0064,SC0056,NT9999",30
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,1980,1,6,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,1990,2,5.5,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,2000,3,4.8,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,2009,4,4.1,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,2010,5,4,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,2014,6,3.5,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,2015,7,3.5,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,2016,8,3.6,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,2017,9,3.6,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,2018,10,3.5,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,2019,11,3.5,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nebraska,28,28,"Beds per 1,000 resident population",1,2020,12,3.4,,,"FN0466,NT0064,SC0056,NT9999",31
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,1980,1,4.2,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,1990,2,2.8,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,2000,3,1.9,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,2009,4,1.9,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,2010,5,2,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,2014,6,2,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,2015,7,1.9,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,2016,8,2.1,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,2017,9,2.2,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,2018,10,2.1,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,2019,11,2,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Nevada,29,29,"Beds per 1,000 resident population",1,2020,12,2.1,,,"FN0466,NT0064,SC0056,NT9999",32
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,1980,1,3.9,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,1990,2,3.1,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,2000,3,2.3,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,2009,4,2.2,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,2010,5,2.2,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,2014,6,2.1,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,2015,7,2.1,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,2016,8,2.1,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,2017,9,2.1,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,2018,10,2.1,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,2019,11,2.1,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Hampshire,30,30,"Beds per 1,000 resident population",1,2020,12,2.1,,,"FN0466,NT0064,SC0056,NT9999",33
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,1980,1,4.2,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,1990,2,3.7,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,2000,3,3,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,2009,4,2.4,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,2010,5,2.4,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,2014,6,2.3,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,2015,7,2.3,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,2016,8,2.4,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,2017,9,2.4,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,2018,10,2.3,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,2019,11,2.3,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Jersey,31,31,"Beds per 1,000 resident population",1,2020,12,2.5,,,"FN0466,NT0064,SC0056,NT9999",34
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,1980,1,3.1,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,1990,2,2.8,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,2000,3,1.9,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,2009,4,1.9,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,2010,5,2,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,2014,6,1.8,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,2015,7,1.9,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,2016,8,1.9,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,2017,9,1.9,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,2018,10,1.8,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,2019,11,1.8,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New Mexico,32,32,"Beds per 1,000 resident population",1,2020,12,1.8,,,"FN0466,NT0064,SC0056,NT9999",35
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,1980,1,4.5,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,1990,2,4.1,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,2000,3,3.5,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,2009,4,3.1,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,2010,5,3,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,2014,6,2.8,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,2015,7,2.7,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,2016,8,2.7,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,2017,9,2.6,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,2018,10,2.7,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,2019,11,2.7,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,New York,33,33,"Beds per 1,000 resident population",1,2020,12,2.6,,,"FN0466,NT0064,SC0056,NT9999",36
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,1980,1,4.2,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,1990,2,3.3,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,2000,3,2.9,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,2009,4,2.4,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,2010,5,2.4,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,2014,6,2.2,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,2015,7,2.1,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,2016,8,2.2,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,2017,9,2.1,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,2018,10,2.1,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,2019,11,2.1,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Carolina,34,34,"Beds per 1,000 resident population",1,2020,12,2.1,,,"FN0466,NT0064,SC0056,NT9999",37
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,1980,1,7.4,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,1990,2,7,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,2000,3,6,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,2009,4,5.2,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,2010,5,5.1,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,2014,6,4.3,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,2015,7,4.2,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,2016,8,4.3,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,2017,9,4.2,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,2018,10,4.3,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,2019,11,4.4,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,North Dakota,35,35,"Beds per 1,000 resident population",1,2020,12,4.4,,,"FN0466,NT0064,SC0056,NT9999",38
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,1980,1,4.7,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,1990,2,4,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,2000,3,3,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,2009,4,2.9,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,2010,5,3,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,2014,6,2.9,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,2015,7,2.9,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,2016,8,2.9,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,2017,9,2.9,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,2018,10,2.8,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,2019,11,2.8,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Ohio,36,36,"Beds per 1,000 resident population",1,2020,12,2.8,,,"FN0466,NT0064,SC0056,NT9999",39
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,1980,1,4.6,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,1990,2,4,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,2000,3,3.2,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,2009,4,3.1,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,2010,5,3,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,2014,6,2.9,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,2015,7,2.8,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,2016,8,3,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,2017,9,2.9,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,2018,10,2.8,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,2019,11,2.9,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oklahoma,37,37,"Beds per 1,000 resident population",1,2020,12,2.8,,,"FN0466,NT0064,SC0056,NT9999",40
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,1980,1,3.5,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,1990,2,2.8,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,2000,3,1.9,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,2009,4,1.7,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,2010,5,1.7,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,2014,6,1.7,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,2015,7,1.7,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,2016,8,1.7,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,2017,9,1.7,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,2018,10,1.6,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,2019,11,1.7,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Oregon,38,38,"Beds per 1,000 resident population",1,2020,12,1.6,,,"FN0466,NT0064,SC0056,NT9999",41
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Pennsylvania,39,39,"Beds per 1,000 resident population",1,1980,1,4.8,,,"FN0466,NT0064,SC0056,NT9999",42
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Pennsylvania,39,39,"Beds per 1,000 resident population",1,1990,2,4.4,,,"FN0466,NT0064,SC0056,NT9999",42
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Pennsylvania,39,39,"Beds per 1,000 resident population",1,2000,3,3.4,,,"FN0466,NT0064,SC0056,NT9999",42
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Pennsylvania,39,39,"Beds per 1,000 resident population",1,2009,4,3.1,,,"FN0466,NT0064,SC0056,NT9999",42
